region	chr	midPos	Nsites
(27732,38434)(180960,227958)(180000,230000)	DPSCF300030	205000	10704	0.024271
(29337,39110)(190202,238359)(190000,240000)	DPSCF300030	215000	9775	0.024183
(31695,42214)(201486,249131)(200000,250000)	DPSCF300030	225000	10521	0.023736
(33592,46973)(210000,259999)(210000,260000)	DPSCF300030	235000	13383	0.023814
(36460,49159)(220000,269734)(220000,270000)	DPSCF300030	245000	12701	0.024466
(38435,51172)(234055,279999)(230000,280000)	DPSCF300030	255000	12739	0.025182
(39111,55165)(240463,289800)(240000,290000)	DPSCF300030	265000	16056	0.026950
(42215,57258)(250035,297236)(250000,300000)	DPSCF300030	275000	15045	0.025039
(46974,58822)(260000,307203)(260000,310000)	DPSCF300030	285000	11850	0.026478
(49160,61008)(271353,318164)(270000,320000)	DPSCF300030	295000	11850	0.026205
(51173,62861)(280000,328344)(280000,330000)	DPSCF300030	305000	11690	0.025617
(55166,64772)(290567,339999)(290000,340000)	DPSCF300030	315000	9608	0.022410
(57259,67000)(301000,349124)(300000,350000)	DPSCF300030	325000	9743	0.027711
(58823,67513)(310203,358346)(310000,360000)	DPSCF300030	335000	8692	0.026367
(61009,71058)(323164,368894)(320000,370000)	DPSCF300030	345000	10051	0.026232
(62862,71161)(335490,372638)(330000,380000)	DPSCF300030	355000	8301	0.027137
(64773,73392)(340000,389301)(340000,390000)	DPSCF300030	365000	8621	0.027966
(67001,75089)(351952,399999)(350000,400000)	DPSCF300030	375000	8090	0.027177
(67514,76040)(361808,408746)(360000,410000)	DPSCF300030	385000	8528	0.026823
(71059,78736)(371561,419999)(370000,420000)	DPSCF300030	395000	7679	0.023632
(71162,80975)(381711,425029)(380000,430000)	DPSCF300030	405000	9815	0.026883
(73393,82775)(391871,439999)(390000,440000)	DPSCF300030	415000	9384	0.027619
(75090,84148)(400000,445113)(400000,450000)	DPSCF300030	425000	9060	0.026331
(76041,85757)(410006,459999)(410000,460000)	DPSCF300030	435000	9718	0.025520
(78737,90811)(420000,469999)(420000,470000)	DPSCF300030	445000	12076	0.027530
(80976,92941)(430036,477835)(430000,480000)	DPSCF300030	455000	11967	0.025209
(82776,93472)(440000,488788)(440000,490000)	DPSCF300030	465000	10698	0.023912
(84149,94917)(452094,499999)(450000,500000)	DPSCF300030	475000	10770	0.024648
(85758,97036)(460000,506515)(460000,510000)	DPSCF300030	485000	11280	0.025484
(90812,97183)(470000,516071)(470000,520000)	DPSCF300030	495000	6373	0.024297
(92942,98949)(480356,528377)(480000,530000)	DPSCF300030	505000	6009	0.023259
(93473,101409)(492780,539999)(490000,540000)	DPSCF300030	515000	7938	0.023002
(94918,105054)(500000,549821)(500000,550000)	DPSCF300030	525000	10138	0.023795
(97037,106094)(510681,551669)(510000,560000)	DPSCF300030	535000	9059	0.022199
(97184,108696)(520181,566735)(520000,570000)	DPSCF300030	545000	11514	0.023871
(98950,109792)(533105,574486)(530000,580000)	DPSCF300030	555000	10844	0.023858
(101410,112415)(540000,589999)(540000,590000)	DPSCF300030	565000	11007	0.022224
(105055,113289)(550630,598156)(550000,600000)	DPSCF300030	575000	8236	0.020351
(106095,116215)(563646,609649)(560000,610000)	DPSCF300030	585000	10122	0.021424
(108697,118505)(571977,619999)(570000,620000)	DPSCF300030	595000	9810	0.024866
(109793,119811)(581682,625814)(580000,630000)	DPSCF300030	605000	10020	0.026724
(112416,120569)(590000,639999)(590000,640000)	DPSCF300030	615000	8155	0.029925
(113290,121015)(601259,649901)(600000,650000)	DPSCF300030	625000	7727	0.030551
(116216,123551)(611100,659962)(610000,660000)	DPSCF300030	635000	7337	0.031133
(118506,124192)(620000,669999)(620000,670000)	DPSCF300030	645000	5688	0.025866
(119812,127098)(630710,678370)(630000,680000)	DPSCF300030	655000	7288	0.023206
(120570,128297)(640000,689739)(640000,690000)	DPSCF300030	665000	7729	0.022976
(121016,130764)(650428,699999)(650000,700000)	DPSCF300030	675000	9750	0.022374
(123552,131162)(663499,704694)(660000,710000)	DPSCF300030	685000	7612	0.022388
(124193,131881)(670000,714136)(670000,720000)	DPSCF300030	695000	7690	0.022524
(127099,132996)(680189,727101)(680000,730000)	DPSCF300030	705000	5899	0.023962
(128298,135896)(690406,737768)(690000,740000)	DPSCF300030	715000	7600	0.029270
(130765,136047)(700000,740400)(700000,750000)	DPSCF300030	725000	5284	0.032371
(131163,136842)(711076,759070)(710000,760000)	DPSCF300030	735000	5681	0.031401
(131882,138067)(725079,762073)(720000,770000)	DPSCF300030	745000	6187	0.030891
(132997,140595)(730649,779984)(730000,780000)	DPSCF300030	755000	7600	0.027641
(135897,143841)(740250,789999)(740000,790000)	DPSCF300030	765000	7946	0.023411
(136048,145055)(754220,797979)(750000,800000)	DPSCF300030	775000	9009	0.020052
(136843,146374)(760312,808566)(760000,810000)	DPSCF300030	785000	9533	0.020078
(138068,147891)(770194,819026)(770000,820000)	DPSCF300030	795000	9825	0.019253
(140596,150576)(781092,827873)(780000,830000)	DPSCF300030	805000	9982	0.018678
(143842,152898)(790000,835787)(790000,840000)	DPSCF300030	815000	9058	0.021242
(145056,153302)(805738,849885)(800000,850000)	DPSCF300030	825000	8248	0.024329
(146375,155541)(813019,859907)(810000,860000)	DPSCF300030	835000	9168	0.025840
(147892,157815)(822035,869521)(820000,870000)	DPSCF300030	845000	9925	0.027117
(150577,159392)(831515,874278)(830000,880000)	DPSCF300030	855000	8817	0.029837
(152899,163477)(840041,889999)(840000,890000)	DPSCF300030	865000	10580	0.025808
(153303,164161)(850592,899999)(850000,900000)	DPSCF300030	875000	10860	0.025768
(155542,167549)(861098,909483)(860000,910000)	DPSCF300030	885000	12009	0.024271
(157816,168837)(871888,919999)(870000,920000)	DPSCF300030	895000	11023	0.024801
(159393,169887)(880703,928946)(880000,930000)	DPSCF300030	905000	10496	0.024115
(163478,170873)(890004,931997)(890000,940000)	DPSCF300030	915000	7397	0.024121
(164162,171901)(900000,945850)(900000,950000)	DPSCF300030	925000	7741	0.022755
(167550,173907)(911580,952966)(910000,960000)	DPSCF300030	935000	6359	0.025570
(168838,176034)(920000,969811)(920000,970000)	DPSCF300030	945000	7198	0.025256
(169888,179436)(930536,977087)(930000,980000)	DPSCF300030	955000	9550	0.025287
(170874,180659)(944822,987750)(940000,990000)	DPSCF300030	965000	9787	0.024978
(171902,182146)(950959,997881)(950000,1000000)	DPSCF300030	975000	10246	0.025586
(173908,183368)(960240,1004649)(960000,1010000)	DPSCF300030	985000	9462	0.024375
(176035,184521)(971609,1019999)(970000,1020000)	DPSCF300030	995000	8488	0.023499
(179437,189189)(985100,1029967)(980000,1030000)	DPSCF300030	1005000	9754	0.018999
(180660,192549)(995163,1039988)(990000,1040000)	DPSCF300030	1015000	11891	0.020787
(182147,193893)(1000462,1048467)(1000000,1050000)	DPSCF300030	1025000	11748	0.021552
(183369,194555)(1010273,1057056)(1010000,1060000)	DPSCF300030	1035000	11188	0.021572
(184522,196965)(1020000,1069999)(1020000,1070000)	DPSCF300030	1045000	12445	0.023673
(189190,198508)(1030560,1077667)(1030000,1080000)	DPSCF300030	1055000	9320	0.026883
(192550,199981)(1042094,1082568)(1040000,1090000)	DPSCF300030	1065000	7433	0.026239
(193894,201230)(1051355,1094154)(1050000,1100000)	DPSCF300030	1075000	7338	0.026710
(194556,202950)(1062794,1104063)(1060000,1110000)	DPSCF300030	1085000	8396	0.025980
(196966,203723)(1070000,1118945)(1070000,1120000)	DPSCF300030	1095000	6759	0.023273
(198509,206725)(1080990,1128878)(1080000,1130000)	DPSCF300030	1105000	8218	0.025085
(199982,207824)(1090245,1138389)(1090000,1140000)	DPSCF300030	1115000	7844	0.025123
(201231,208899)(1100295,1143795)(1100000,1150000)	DPSCF300030	1125000	7670	0.025080
(202951,210599)(1110704,1159999)(1110000,1160000)	DPSCF300030	1135000	7650	0.025507
(203724,212702)(1121090,1169999)(1120000,1170000)	DPSCF300030	1145000	8980	0.025473
(206726,215288)(1133852,1179999)(1130000,1180000)	DPSCF300030	1155000	8564	0.024935
(207825,217043)(1140335,1189999)(1140000,1190000)	DPSCF300030	1165000	9220	0.025008
(208900,220144)(1153618,1199313)(1150000,1200000)	DPSCF300030	1175000	11246	0.024301
(210600,223617)(1160000,1209999)(1160000,1210000)	DPSCF300030	1185000	13019	0.024046
(212703,225742)(1170000,1218832)(1170000,1220000)	DPSCF300030	1195000	13041	0.023968
(215289,228459)(1180000,1227909)(1180000,1230000)	DPSCF300030	1205000	13172	0.024283
(217044,230080)(1190000,1239965)(1190000,1240000)	DPSCF300030	1215000	13038	0.026163
(220145,230650)(1200882,1247417)(1200000,1250000)	DPSCF300030	1225000	10507	0.026166
(223618,231629)(1210000,1259999)(1210000,1260000)	DPSCF300030	1235000	8013	0.026821
(225743,231978)(1220496,1265189)(1220000,1270000)	DPSCF300030	1245000	6237	0.027723
(228460,233428)(1232409,1274363)(1230000,1280000)	DPSCF300030	1255000	4970	0.029517
(230081,235692)(1245567,1289994)(1240000,1290000)	DPSCF300030	1265000	5613	0.024681
(230651,236353)(1257651,1295357)(1250000,1300000)	DPSCF300030	1275000	5704	0.024577
(1617,11386)(14899,59016)(10000,60000)	DPSCF300031	35000	9771	0.024935
(2116,11448)(21142,67327)(20000,70000)	DPSCF300031	45000	9334	0.024895
(4164,12758)(30000,77066)(30000,80000)	DPSCF300031	55000	8596	0.025613
(5168,14332)(40349,89388)(40000,90000)	DPSCF300031	65000	9166	0.026649
(8350,17462)(50939,99999)(50000,100000)	DPSCF300031	75000	9114	0.026716
(11387,20419)(67266,109999)(60000,110000)	DPSCF300031	85000	9034	0.024650
(11449,22872)(75550,119196)(70000,120000)	DPSCF300031	95000	11425	0.026228
(12759,24342)(80060,129054)(80000,130000)	DPSCF300031	105000	11585	0.026506
(14333,26381)(92983,139999)(90000,140000)	DPSCF300031	115000	12050	0.026018
(17463,30905)(100000,149855)(100000,150000)	DPSCF300031	125000	13444	0.023813
(20420,32284)(110000,159892)(110000,160000)	DPSCF300031	135000	11866	0.024701
(22873,33745)(125039,169367)(120000,170000)	DPSCF300031	145000	10874	0.023331
(24343,35525)(130223,179999)(130000,180000)	DPSCF300031	155000	11184	0.022274
(26382,40226)(140000,188644)(140000,190000)	DPSCF300031	165000	13846	0.022832
(30906,42360)(151864,199700)(150000,200000)	DPSCF300031	175000	11456	0.023461
(32285,46564)(165349,208351)(160000,210000)	DPSCF300031	185000	14281	0.025066
(33746,48796)(172160,217443)(170000,220000)	DPSCF300031	195000	15052	0.025181
(35526,49614)(180000,227445)(180000,230000)	DPSCF300031	205000	14090	0.025532
(40227,50871)(190123,237181)(190000,240000)	DPSCF300031	215000	10646	0.025885
(42361,55633)(201533,248576)(200000,250000)	DPSCF300031	225000	13274	0.024730
(46565,57284)(212656,257073)(210000,260000)	DPSCF300031	235000	10721	0.024039
(48797,61469)(220308,269198)(220000,270000)	DPSCF300031	245000	12674	0.023646
(49615,61489)(231845,277031)(230000,280000)	DPSCF300031	255000	11876	0.023750
(50872,65907)(240182,289999)(240000,290000)	DPSCF300031	265000	15037	0.022214
(55634,69644)(251383,298245)(250000,300000)	DPSCF300031	275000	14012	0.023244
(57285,73336)(262778,309870)(260000,310000)	DPSCF300031	285000	16053	0.024992
(61470,76754)(277012,317318)(270000,320000)	DPSCF300031	295000	15286	0.025872
(61490,80929)(280246,328862)(280000,330000)	DPSCF300031	305000	19441	0.028543
(65908,81594)(290000,339908)(290000,340000)	DPSCF300031	315000	15688	0.030515
(69645,83286)(301286,349999)(300000,350000)	DPSCF300031	325000	13643	0.031069
(73337,86489)(310484,359021)(310000,360000)	DPSCF300031	335000	13154	0.030559
(76755,89481)(322307,369999)(320000,370000)	DPSCF300031	345000	12728	0.030778
(80930,92364)(332961,377451)(330000,380000)	DPSCF300031	355000	11436	0.027467
(81595,95286)(345414,389493)(340000,390000)	DPSCF300031	365000	13693	0.028680
(83287,96221)(350000,395792)(350000,400000)	DPSCF300031	375000	12936	0.028924
(86490,98283)(362796,409999)(360000,410000)	DPSCF300031	385000	11795	0.028452
(89482,100402)(370000,416122)(370000,420000)	DPSCF300031	395000	10922	0.026226
(92365,101932)(383521,427180)(380000,430000)	DPSCF300031	405000	9569	0.024966
(95287,104011)(393092,438676)(390000,440000)	DPSCF300031	415000	8726	0.023471
(96222,105107)(401077,447754)(400000,450000)	DPSCF300031	425000	8887	0.022948
(98284,105243)(410000,455221)(410000,460000)	DPSCF300031	435000	6961	0.022737
(100403,105732)(421012,469807)(420000,470000)	DPSCF300031	445000	5331	0.024365
(101933,107627)(431334,479999)(430000,480000)	DPSCF300031	455000	5696	0.024675
(104012,109388)(442259,486270)(440000,490000)	DPSCF300031	465000	5378	0.025749
(105108,109388)(453635,486270)(450000,500000)	DPSCF300031	475000	4282	0.026199
(105244,109883)(460775,506142)(460000,510000)	DPSCF300031	485000	4641	0.026155
(105733,111120)(470682,512650)(470000,520000)	DPSCF300031	495000	5389	0.025318
(107628,114420)(480000,528346)(480000,530000)	DPSCF300031	505000	6794	0.023842
(109389,117236)(500368,538777)(490000,540000)	DPSCF300031	515000	7849	0.021494
(109389,120073)(500368,549102)(500000,550000)	DPSCF300031	525000	10686	0.022053
(109884,122437)(511413,559480)(510000,560000)	DPSCF300031	535000	12555	0.025852
(111121,124440)(520108,569190)(520000,570000)	DPSCF300031	545000	13321	0.026292
(114421,126102)(530140,579999)(530000,580000)	DPSCF300031	555000	11683	0.027040
(117237,128584)(541504,589750)(540000,590000)	DPSCF300031	565000	11349	0.029106
(120074,129682)(552352,599610)(550000,600000)	DPSCF300031	575000	9610	0.032074
(122438,131726)(560367,609600)(560000,610000)	DPSCF300031	585000	9290	0.027533
(124441,134287)(570436,617290)(570000,620000)	DPSCF300031	595000	9848	0.027646
(126103,134942)(580000,625370)(580000,630000)	DPSCF300031	605000	8841	0.028801
(128585,136261)(590518,639389)(590000,640000)	DPSCF300031	615000	7678	0.025540
(129683,137358)(602823,649999)(600000,650000)	DPSCF300031	625000	7677	0.023070
(131727,137722)(610931,659949)(610000,660000)	DPSCF300031	635000	5997	0.023670
(134288,139081)(620393,665077)(620000,670000)	DPSCF300031	645000	4795	0.020625
(134943,139828)(636688,673240)(630000,680000)	DPSCF300031	655000	4887	0.020878
(136262,141254)(641775,689999)(640000,690000)	DPSCF300031	665000	4994	0.024266
(137359,145124)(650000,697940)(650000,700000)	DPSCF300031	675000	7767	0.025877
(137723,147931)(660124,709999)(660000,710000)	DPSCF300031	685000	10210	0.025139
(139082,149992)(670877,717594)(670000,720000)	DPSCF300031	695000	10912	0.027344
(139829,151005)(681787,725761)(680000,730000)	DPSCF300031	705000	11178	0.027324
(141255,153071)(690000,737791)(690000,740000)	DPSCF300031	715000	11818	0.029480
(145125,156299)(700777,748858)(700000,750000)	DPSCF300031	725000	11176	0.028768
(147932,156915)(710000,759999)(710000,760000)	DPSCF300031	735000	8985	0.029601
(149993,158650)(720676,769169)(720000,770000)	DPSCF300031	745000	8659	0.027952
(151006,160628)(730887,779356)(730000,780000)	DPSCF300031	755000	9624	0.028182
(153072,161294)(741332,789712)(740000,790000)	DPSCF300031	765000	8224	0.024554
(156300,162941)(750174,796605)(750000,800000)	DPSCF300031	775000	6643	0.024521
(156916,164059)(760000,806848)(760000,810000)	DPSCF300031	785000	7145	0.023840
(158651,166363)(770229,818712)(770000,820000)	DPSCF300031	795000	7714	0.023396
(160629,167750)(781061,829845)(780000,830000)	DPSCF300031	805000	7123	0.022228
(161295,169720)(791001,837877)(790000,840000)	DPSCF300031	815000	8427	0.021805
(162942,172324)(802142,849219)(800000,850000)	DPSCF300031	825000	9384	0.023123
(164060,175187)(810178,857877)(810000,860000)	DPSCF300031	835000	11129	0.022357
(166364,178387)(825437,868368)(820000,870000)	DPSCF300031	845000	12025	0.022872
(167751,182428)(834154,879917)(830000,880000)	DPSCF300031	855000	14679	0.023238
(169721,182900)(841638,884609)(840000,890000)	DPSCF300031	865000	13181	0.023587
(172325,184366)(850259,899999)(850000,900000)	DPSCF300031	875000	12043	0.022788
(175188,187934)(860669,908186)(860000,910000)	DPSCF300031	885000	12748	0.027532
(178388,190178)(870053,919999)(870000,920000)	DPSCF300031	895000	11792	0.027263
(182429,192115)(883864,927375)(880000,930000)	DPSCF300031	905000	9688	0.029589
(182901,193339)(891222,935932)(890000,940000)	DPSCF300031	915000	10440	0.029648
(184367,195455)(900000,949368)(900000,950000)	DPSCF300031	925000	11090	0.030907
(187935,196847)(911641,958458)(910000,960000)	DPSCF300031	935000	8914	0.030956
(190179,197047)(920000,969999)(920000,970000)	DPSCF300031	945000	6870	0.033886
(192116,199524)(931011,973015)(930000,980000)	DPSCF300031	955000	7410	0.033328
(193340,200645)(941050,989999)(940000,990000)	DPSCF300031	965000	7307	0.032044
(195456,203317)(951983,999885)(950000,1000000)	DPSCF300031	975000	7863	0.030762
(196848,203746)(969697,1008426)(960000,1010000)	DPSCF300031	985000	6900	0.028567
(197048,206165)(970000,1019999)(970000,1020000)	DPSCF300031	995000	9119	0.030106
(199525,208284)(981773,1028199)(980000,1030000)	DPSCF300031	1005000	8761	0.029098
(200646,210555)(990000,1039250)(990000,1040000)	DPSCF300031	1015000	9911	0.029958
(203318,211642)(1000360,1047139)(1000000,1050000)	DPSCF300031	1025000	8326	0.029416
(203747,214633)(1010158,1059878)(1010000,1060000)	DPSCF300031	1035000	10888	0.027820
(206166,216615)(1020000,1068309)(1020000,1070000)	DPSCF300031	1045000	10451	0.025235
(208285,216887)(1030913,1079182)(1030000,1080000)	DPSCF300031	1055000	8604	0.024382
(1894,9852)(10000,59999)(10000,60000)	DPSCF300032	35000	7960	0.022390
(4728,11279)(20289,69888)(20000,70000)	DPSCF300032	45000	6553	0.021888
(6228,12831)(30000,78246)(30000,80000)	DPSCF300032	55000	6605	0.021896
(7969,15190)(40096,89999)(40000,90000)	DPSCF300032	65000	7223	0.021613
(9038,17198)(54770,99917)(50000,100000)	DPSCF300032	75000	8162	0.021954
(9853,18446)(60000,102420)(60000,110000)	DPSCF300032	85000	8595	0.021334
(11280,19654)(71949,113739)(70000,120000)	DPSCF300032	95000	8376	0.020945
(12832,19807)(83259,124997)(80000,130000)	DPSCF300032	105000	6977	0.020499
(15191,22995)(90000,139999)(90000,140000)	DPSCF300032	115000	7806	0.019810
(17199,24721)(100580,149592)(100000,150000)	DPSCF300032	125000	7524	0.020399
(18447,26186)(110954,157715)(110000,160000)	DPSCF300032	135000	7741	0.019952
(19655,27786)(124122,169186)(120000,170000)	DPSCF300032	145000	8133	0.020496
(19808,29006)(132210,175768)(130000,180000)	DPSCF300032	155000	9200	0.022423
(22996,29819)(140000,189999)(140000,190000)	DPSCF300032	165000	6825	0.025787
(24722,32846)(152847,198875)(150000,200000)	DPSCF300032	175000	8126	0.024088
(26187,34864)(160119,208345)(160000,210000)	DPSCF300032	185000	8679	0.025662
(27787,35427)(174061,217833)(170000,220000)	DPSCF300032	195000	7642	0.026417
(29007,36749)(180002,228970)(180000,230000)	DPSCF300032	205000	7744	0.023595
(29820,38858)(190000,239999)(190000,240000)	DPSCF300032	215000	9040	0.023460
(32847,41360)(200908,249193)(200000,250000)	DPSCF300032	225000	8515	0.025610
(34865,43233)(211230,259026)(210000,260000)	DPSCF300032	235000	8370	0.024361
(35428,45569)(222104,268694)(220000,270000)	DPSCF300032	245000	10143	0.024759
(36750,47572)(232376,277391)(230000,280000)	DPSCF300032	255000	10824	0.025352
(38859,50126)(240000,288932)(240000,290000)	DPSCF300032	265000	11269	0.026767
(41361,50348)(252293,297857)(250000,300000)	DPSCF300032	275000	8989	0.026223
(43234,50812)(260975,309314)(260000,310000)	DPSCF300032	285000	7580	0.028191
(45570,54127)(270245,316206)(270000,320000)	DPSCF300032	295000	8559	0.026308
(47573,55857)(281682,329331)(280000,330000)	DPSCF300032	305000	8286	0.025095
(50127,57662)(296271,339676)(290000,340000)	DPSCF300032	315000	7537	0.026499
(50349,61336)(308714,349550)(300000,350000)	DPSCF300032	325000	10989	0.029109
(50813,61778)(310709,353295)(310000,360000)	DPSCF300032	335000	10967	0.029006
(54128,63366)(320121,365956)(320000,370000)	DPSCF300032	345000	9240	0.030505
(55858,66298)(331422,379999)(330000,380000)	DPSCF300032	355000	10442	0.030117
(57663,68700)(341638,388583)(340000,390000)	DPSCF300032	365000	11039	0.026658
(61337,69505)(351801,399873)(350000,400000)	DPSCF300032	375000	8170	0.021936
(61779,71970)(361670,409960)(360000,410000)	DPSCF300032	385000	10193	0.021724
(63367,76199)(370779,419444)(370000,420000)	DPSCF300032	395000	12834	0.024593
(66299,78505)(380000,427979)(380000,430000)	DPSCF300032	405000	12208	0.025145
(68701,79385)(390175,439843)(390000,440000)	DPSCF300032	415000	10686	0.026402
(69506,82814)(401396,447634)(400000,450000)	DPSCF300032	425000	13310	0.025683
(71971,85022)(410045,458878)(410000,460000)	DPSCF300032	435000	13053	0.026034
(76200,89234)(421922,469789)(420000,470000)	DPSCF300032	445000	13036	0.025098
(78506,91834)(431583,479486)(430000,480000)	DPSCF300032	455000	13330	0.025427
(79386,92204)(440106,488629)(440000,490000)	DPSCF300032	465000	12820	0.024829
(82815,96427)(452177,498868)(450000,500000)	DPSCF300032	475000	13614	0.023633
(85023,98575)(460353,507894)(460000,510000)	DPSCF300032	485000	13554	0.022539
(89235,102030)(470552,519486)(470000,520000)	DPSCF300032	495000	12797	0.022601
(91835,103879)(488245,524410)(480000,530000)	DPSCF300032	505000	12046	0.022550
(92205,104240)(490034,539172)(490000,540000)	DPSCF300032	515000	12037	0.022748
(96428,105440)(501239,548714)(500000,550000)	DPSCF300032	525000	9014	0.024561
(98576,106106)(510436,559999)(510000,560000)	DPSCF300032	535000	7532	0.026570
(102031,110016)(520531,569483)(520000,570000)	DPSCF300032	545000	7987	0.028979
(103880,111901)(533700,576923)(530000,580000)	DPSCF300032	555000	8023	0.029882
(104241,113900)(545582,588295)(540000,590000)	DPSCF300032	565000	9661	0.028575
(105441,116661)(551263,598849)(550000,600000)	DPSCF300032	575000	11222	0.027955
(106107,119312)(560000,608894)(560000,610000)	DPSCF300032	585000	13207	0.027935
(110017,119679)(570979,614945)(570000,620000)	DPSCF300032	595000	9664	0.026247
(111902,122251)(584174,629680)(580000,630000)	DPSCF300032	605000	10351	0.027145
(113901,124698)(591634,639999)(590000,640000)	DPSCF300032	615000	10799	0.026945
(116662,128296)(600139,648055)(600000,650000)	DPSCF300032	625000	11636	0.026005
(119313,130465)(614396,657927)(610000,660000)	DPSCF300032	635000	11154	0.025560
(119680,133716)(620546,668189)(620000,670000)	DPSCF300032	645000	14038	0.025620
(122252,133923)(632369,674592)(630000,680000)	DPSCF300032	655000	11673	0.024465
(124699,135704)(640000,689715)(640000,690000)	DPSCF300032	665000	11007	0.024560
(128297,136928)(653695,699999)(650000,700000)	DPSCF300032	675000	8633	0.024907
(130466,139919)(661241,707754)(660000,710000)	DPSCF300032	685000	9455	0.024783
(133717,141166)(674334,715511)(670000,720000)	DPSCF300032	695000	7451	0.023959
(133924,142294)(680263,729999)(680000,730000)	DPSCF300032	705000	8372	0.024279
(135705,143478)(692003,739999)(690000,740000)	DPSCF300032	715000	7775	0.024431
(136929,144202)(700000,744343)(700000,750000)	DPSCF300032	725000	7275	0.024674
(139920,146050)(713395,759064)(710000,760000)	DPSCF300032	735000	6132	0.025283
(141167,148886)(721099,768094)(720000,770000)	DPSCF300032	745000	7721	0.024296
(142295,148886)(730000,768094)(730000,780000)	DPSCF300032	755000	6593	0.023945
(143479,149271)(740000,786145)(740000,790000)	DPSCF300032	765000	5794	0.023715
(144203,150000)(750228,799427)(750000,800000)	DPSCF300032	775000	5799	0.023740
(146051,153256)(760105,809999)(760000,810000)	DPSCF300032	785000	7207	0.021363
(148887,154438)(782775,819976)(770000,820000)	DPSCF300032	795000	5553	0.021692
(148887,157625)(782775,829394)(780000,830000)	DPSCF300032	805000	8740	0.024325
(149272,160997)(793868,839999)(790000,840000)	DPSCF300032	815000	11727	0.025752
(150001,162946)(800122,848775)(800000,850000)	DPSCF300032	825000	12947	0.025652
(153257,164352)(810000,859005)(810000,860000)	DPSCF300032	835000	11097	0.027137
(154439,168049)(820027,867113)(820000,870000)	DPSCF300032	845000	13612	0.025948
(157626,172506)(830145,879840)(830000,880000)	DPSCF300032	855000	14882	0.025111
(160998,174828)(840000,889545)(840000,890000)	DPSCF300032	865000	13832	0.025097
(162947,175658)(850234,896039)(850000,900000)	DPSCF300032	875000	12713	0.025313
(164353,177596)(861274,906050)(860000,910000)	DPSCF300032	885000	13245	0.031176
(168050,179661)(871440,919636)(870000,920000)	DPSCF300032	895000	11613	0.032103
(172507,181329)(882222,928920)(880000,930000)	DPSCF300032	905000	8824	0.033084
(174829,181329)(890157,928920)(890000,940000)	DPSCF300032	915000	6502	0.034741
(175659,181747)(900960,949827)(900000,950000)	DPSCF300032	925000	6090	0.035371
(177597,183030)(915644,959688)(910000,960000)	DPSCF300032	935000	5435	0.024587
(179662,184668)(920411,969526)(920000,970000)	DPSCF300032	945000	5008	0.024306
(181330,188555)(947789,978348)(930000,980000)	DPSCF300032	955000	7227	0.028503
(181330,190426)(947789,988842)(940000,990000)	DPSCF300032	965000	9098	0.028323
(181748,192670)(950122,999999)(950000,1000000)	DPSCF300032	975000	10924	0.029850
(183031,194365)(964931,1007977)(960000,1010000)	DPSCF300032	985000	11336	0.030439
(184669,196565)(970679,1019240)(970000,1020000)	DPSCF300032	995000	11898	0.030275
(188556,197368)(981674,1029999)(980000,1030000)	DPSCF300032	1005000	8814	0.028027
(190427,199083)(990258,1039034)(990000,1040000)	DPSCF300032	1015000	8658	0.027428
(192671,199308)(1000000,1041505)(1000000,1050000)	DPSCF300032	1025000	6639	0.024448
(194366,199841)(1010779,1058532)(1010000,1060000)	DPSCF300032	1035000	5477	0.023066
(911,13503)(11058,59999)(10000,60000)	DPSCF300033	35000	12594	0.026302
(1900,15666)(20000,67548)(20000,70000)	DPSCF300033	45000	13768	0.026124
(4971,18495)(30395,78734)(30000,80000)	DPSCF300033	55000	13526	0.026229
(7204,20685)(41700,89763)(40000,90000)	DPSCF300033	65000	13483	0.028541
(9193,21809)(50010,99999)(50000,100000)	DPSCF300033	75000	12618	0.027871
(13504,24070)(60000,109110)(60000,110000)	DPSCF300033	85000	10568	0.027124
(15667,24627)(70065,118197)(70000,120000)	DPSCF300033	95000	8962	0.027318
(18496,27052)(85187,129277)(80000,130000)	DPSCF300033	105000	8558	0.027247
(20686,28852)(90563,138763)(90000,140000)	DPSCF300033	115000	8168	0.023870
(21810,30147)(100000,149999)(100000,150000)	DPSCF300033	125000	8339	0.024234
(24071,32418)(113417,157940)(110000,160000)	DPSCF300033	135000	8349	0.025000
(24628,32458)(120245,164919)(120000,170000)	DPSCF300033	145000	7832	0.024981
(27053,32458)(130643,164919)(130000,180000)	DPSCF300033	155000	5407	0.025559
(28853,33198)(140669,186489)(140000,190000)	DPSCF300033	165000	4347	0.024041
(30148,33385)(150000,199108)(150000,200000)	DPSCF300033	175000	3239	0.024092
(32419,34824)(161125,207671)(160000,210000)	DPSCF300033	185000	2407	0.024883
(32459,35897)(181908,212724)(170000,220000)	DPSCF300033	195000	3440	0.022853
(32459,36166)(181908,224172)(180000,230000)	DPSCF300033	205000	3709	0.023058
(33199,36301)(198922,238733)(190000,240000)	DPSCF300033	215000	3104	0.022715
(33386,39964)(202498,249999)(200000,250000)	DPSCF300033	225000	6580	0.023973
(34825,42645)(211646,256930)(210000,260000)	DPSCF300033	235000	7822	0.023810
(35898,44210)(221877,269177)(220000,270000)	DPSCF300033	245000	8314	0.025590
(36167,46064)(238599,279308)(230000,280000)	DPSCF300033	255000	9899	0.025083
(36302,48417)(243102,288860)(240000,290000)	DPSCF300033	265000	12117	0.024360
